sim_time_hours,hour,occupied,outdoor_temp_c,carbon_gco2_kwh,price_usd_kwh,heating_sp_c,cooling_sp_c,source,latency_ms,rationale
4415.167,23.17,False,25.4,432.2,0.08,15.6,28.0,llm,9272.6,It is currently unoccupied and the grid is in a high-carbon window.
4415.5,23.5,False,25.0,422.2,0.08,15.6,28.0,llm,8717.5,The building is unoccupied and it's late evening.
4415.833,23.83,False,24.6,413.6,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's late evening.
4416.167,0.17,False,24.4,378.0,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's late evening.
4416.5,0.5,False,24.4,378.9,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's late evening.
4416.833,0.83,False,24.4,379.4,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's late evening.
4417.167,1.17,False,24.5,379.4,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's late evening.
4417.5,1.5,False,24.7,378.9,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's late evening.
4417.833,1.83,False,24.9,378.0,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's late evening.
4418.167,2.17,False,25.1,376.5,0.08,15.6,28.0,llm,8843.6,The building is unoccupied and it's a weekday morning.
4418.5,2.5,False,25.3,374.6,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday morning.
4418.833,2.83,False,25.5,372.2,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday morning.
4419.167,3.17,False,25.7,369.4,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday morning.
4419.5,3.5,False,25.9,366.1,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday morning.
4419.833,3.83,False,26.0,362.5,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday morning.
4420.167,4.17,False,25.9,358.5,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday morning.
4420.5,4.5,False,25.6,354.2,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday morning.
4420.833,4.83,False,25.2,349.5,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday morning.
4421.167,5.17,False,24.9,344.6,0.08,15.6,28.0,llm,9038.5,It is currently unoccupied and the grid is not in peak period.
4421.5,5.5,False,24.7,339.5,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4421.833,5.83,False,24.5,334.2,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4422.167,6.17,False,24.5,328.8,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4422.5,6.5,False,24.7,323.2,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4422.833,6.83,False,24.9,317.6,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4423.167,7.17,False,25.1,311.9,0.08,15.6,28.0,llm,8666.3,It is early morning and the building is unoccupied.
4423.5,7.5,False,25.3,306.3,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4423.833,7.83,False,25.5,300.7,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4424.167,8.17,False,25.7,295.3,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4424.5,8.5,False,25.9,290.0,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4424.833,8.83,False,26.0,284.9,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4425.167,9.17,False,26.1,280.1,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4425.5,9.5,False,26.1,275.5,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4425.833,9.83,False,26.1,271.3,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4426.167,10.17,False,26.2,267.5,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4426.5,10.5,False,26.4,264.1,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4426.833,10.83,False,26.6,261.3,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4427.167,11.17,False,26.8,259.1,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4427.5,11.5,False,26.9,257.6,0.08,15.6,28.0,llm,0.0,(cached) It is early morning and the building is unoccupied.
4427.833,11.83,False,27.1,256.9,0.08,15.6,28.0,llm,9904.9,"The building is unoccupied and it's a weekday during the day, so we can set back to save energy."
4428.167,12.17,False,27.4,257.3,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's a weekday during the day, so we can set back to save energy."
4428.5,12.5,False,27.8,258.7,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's a weekday during the day, so we can set back to save energy."
4428.833,12.83,False,28.1,261.5,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's a weekday during the day, so we can set back to save energy."
4429.167,13.17,False,28.4,265.9,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's a weekday during the day, so we can set back to save energy."
4429.5,13.5,False,28.6,271.9,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's a weekday during the day, so we can set back to save energy."
4429.833,13.83,False,28.8,280.0,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's a weekday during the day, so we can set back to save energy."
4430.167,14.17,False,29.1,290.1,0.08,15.6,28.0,llm,8797.1,The building is unoccupied and it's a weekday afternoon.
4430.5,14.5,False,29.4,302.5,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday afternoon.
4430.833,14.83,False,29.8,317.3,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday afternoon.
4431.167,15.17,False,30.0,334.4,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday afternoon.
4431.5,15.5,False,30.0,353.6,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday afternoon.
4431.833,15.83,False,30.0,374.8,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday afternoon.
4432.167,16.17,False,29.8,397.5,0.34,15.6,29.0,llm,8829.1,It is currently unoccupied and the grid is in a peak period.
4432.5,16.5,False,29.4,421.2,0.34,15.6,29.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4432.833,16.83,False,29.1,445.2,0.34,15.6,29.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4433.167,17.17,False,28.8,468.6,0.34,15.6,28.0,llm,9082.7,It is currently unoccupied and the grid is in a peak period.
4433.5,17.5,False,28.6,490.9,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4433.833,17.83,False,28.4,511.0,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4434.167,18.17,False,28.3,528.2,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4434.5,18.5,False,28.3,542.0,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4434.833,18.83,False,28.3,551.9,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4435.167,19.17,False,28.2,557.5,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4435.5,19.5,False,28.1,558.9,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4435.833,19.83,False,27.9,556.3,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4436.167,20.17,False,27.7,549.9,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4436.5,20.5,False,27.5,540.4,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4436.833,20.83,False,27.3,528.4,0.34,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is in a peak period.
4437.167,21.17,False,27.1,514.7,0.08,15.6,28.0,llm,8930.9,It is currently unoccupied and the grid carbon intensity is high.
4437.5,21.5,False,26.9,500.0,0.08,15.6,28.0,llm,9146.3,It is currently unoccupied and the grid carbon intensity is low.
4437.833,21.83,False,26.8,485.0,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid carbon intensity is low.
4438.167,22.17,False,26.4,470.3,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid carbon intensity is low.
4438.5,22.5,False,25.9,456.4,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid carbon intensity is low.
4438.833,22.83,False,25.3,443.6,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid carbon intensity is low.
4439.167,23.17,False,25.0,432.2,0.08,15.6,28.0,llm,9363.5,It is currently unoccupied and the grid is not in peak period.
4439.5,23.5,False,25.0,422.2,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4439.833,23.83,False,25.0,413.6,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4440.167,0.17,False,24.9,378.0,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4440.5,0.5,False,24.7,378.9,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4440.833,0.83,False,24.5,379.4,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4441.167,1.17,False,24.5,379.4,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4441.5,1.5,False,24.7,378.9,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4441.833,1.83,False,24.9,378.0,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4442.167,2.17,False,24.9,376.5,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4442.5,2.5,False,24.7,374.6,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4442.833,2.83,False,24.5,372.2,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4443.167,3.17,False,24.4,369.4,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4443.5,3.5,False,24.4,366.1,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4443.833,3.83,False,24.4,362.5,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4444.167,4.17,False,24.4,358.5,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4444.5,4.5,False,24.4,354.2,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4444.833,4.83,False,24.4,349.5,0.08,15.6,28.0,llm,0.0,(cached) It is currently unoccupied and the grid is not in peak period.
4445.167,5.17,True,24.3,344.6,0.08,21.5,25.5,llm,9897.3,"Occupied and not in grid peak period, so choose a comfortable cooling setpoint"
4445.5,5.5,True,24.1,339.5,0.08,21.5,25.5,llm,0.0,"(cached) Occupied and not in grid peak period, so choose a comfortable cooling setpoint"
4445.833,5.83,True,24.0,334.2,0.08,21.5,25.5,llm,0.0,"(cached) Occupied and not in grid peak period, so choose a comfortable cooling setpoint"
4446.167,6.17,True,24.0,328.8,0.08,21.5,25.5,llm,0.0,"(cached) Occupied and not in grid peak period, so choose a comfortable cooling setpoint"
4446.5,6.5,True,24.1,323.2,0.08,21.5,25.5,llm,0.0,"(cached) Occupied and not in grid peak period, so choose a comfortable cooling setpoint"
4446.833,6.83,True,24.3,317.6,0.08,21.5,25.5,llm,0.0,"(cached) Occupied and not in grid peak period, so choose a comfortable cooling setpoint"
4447.167,7.17,True,24.7,311.9,0.08,21.5,25.5,llm,0.0,"(cached) Occupied and not in grid peak period, so choose a comfortable cooling setpoint"
4447.5,7.5,True,25.2,306.3,0.08,21.5,25.0,llm,8844.7,Occupants are present and grid is not in peak period.
4447.833,7.83,True,25.8,300.7,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4448.167,8.17,True,26.3,295.3,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4448.5,8.5,True,26.6,290.0,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4448.833,8.83,True,27.0,284.9,0.08,21.5,25.5,llm,8526.1,Occupied and grid is not in peak period.
4449.167,9.17,True,27.4,280.1,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4449.5,9.5,True,27.8,275.5,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4449.833,9.83,True,28.1,271.3,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4450.167,10.17,True,28.4,267.5,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4450.5,10.5,True,28.6,264.1,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4450.833,10.83,True,28.8,261.3,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4451.167,11.17,True,29.0,259.1,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4451.5,11.5,True,29.1,257.6,0.08,21.5,25.0,llm,8824.3,Occupants are present and grid is not in peak period.
4451.833,11.83,True,29.3,256.9,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4452.167,12.17,True,29.7,257.3,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4452.5,12.5,True,30.2,258.7,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4452.833,12.83,True,30.8,261.5,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4453.167,13.17,True,31.2,265.9,0.08,21.5,25.5,llm,8537.3,Occupied and grid is not in peak period.
4453.5,13.5,True,31.4,271.9,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4453.833,13.83,True,31.6,280.0,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4454.167,14.17,True,31.7,290.1,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4454.5,14.5,True,31.7,302.5,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4454.833,14.83,True,31.7,317.3,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4455.167,15.17,True,31.4,334.4,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4455.5,15.5,True,30.9,353.6,0.08,21.5,25.0,llm,8713.9,Occupants are present and grid is not in peak period.
4455.833,15.83,True,30.3,374.8,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4456.167,16.17,True,29.4,397.5,0.34,21.5,25.5,llm,9332.5,"Occupied and grid peak period, so float cooling to warm end of comfort band."
4456.5,16.5,True,28.4,421.2,0.34,21.5,25.5,llm,9661.0,"Peak grid period, floating cooling setpoint to warm end of comfort band to minimize expensive, dirty kWh"
4456.833,16.83,True,27.2,445.2,0.34,21.5,25.5,llm,0.0,"(cached) Peak grid period, floating cooling setpoint to warm end of comfort band to minimize expensive, dirty kWh"
4457.167,17.17,True,26.1,468.6,0.34,21.5,25.5,llm,9511.4,"Occupied during peak grid period, so float cooling setpoint to warm end of comfort band."
4457.5,17.5,True,25.0,490.9,0.34,21.5,25.5,llm,9618.8,"During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4457.833,17.83,True,23.9,511.0,0.34,21.5,25.5,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4458.167,18.17,True,23.0,528.2,0.34,21.5,25.5,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4458.5,18.5,True,22.5,542.0,0.34,21.5,25.0,llm,9922.7,"During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4458.833,18.83,True,22.0,551.9,0.34,21.5,25.0,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4459.167,19.17,True,21.8,557.5,0.34,21.5,25.0,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4459.5,19.5,True,21.9,558.9,0.34,21.5,25.0,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4459.833,19.83,True,22.1,556.3,0.34,21.5,25.0,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4460.167,20.17,True,22.2,549.9,0.34,21.5,25.0,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4460.5,20.5,True,22.2,540.4,0.34,21.5,25.0,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4460.833,20.83,True,22.2,528.4,0.34,21.5,25.0,llm,0.0,"(cached) During grid peak period, float cooling setpoint to warm end of comfort band to minimize expensive kWh."
4461.167,21.17,True,22.3,514.7,0.08,21.5,25.0,llm,8230.7,Occupied office with moderate indoor temperature
4461.5,21.5,True,22.5,500.0,0.08,21.5,25.0,llm,0.0,(cached) Occupied office with moderate indoor temperature
4461.833,21.83,True,22.7,485.0,0.08,21.5,25.0,llm,0.0,(cached) Occupied office with moderate indoor temperature
4462.167,22.17,True,22.8,470.3,0.08,21.5,25.0,llm,0.0,(cached) Occupied office with moderate indoor temperature
4462.5,22.5,True,22.8,456.4,0.08,21.5,25.0,llm,0.0,(cached) Occupied office with moderate indoor temperature
4462.833,22.83,True,22.8,443.6,0.08,21.5,25.0,llm,0.0,(cached) Occupied office with moderate indoor temperature
4463.167,23.17,False,22.9,432.2,0.08,15.6,28.0,llm,8573.3,It is nighttime and the building is unoccupied.
4463.5,23.5,False,23.1,422.2,0.08,15.6,28.0,llm,9933.5,"The building is unoccupied and it's nighttime, so we can set back to save energy."
4463.833,23.83,False,23.2,413.6,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's nighttime, so we can set back to save energy."
4464.167,0.17,False,23.2,378.0,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's nighttime, so we can set back to save energy."
4464.5,0.5,False,23.1,378.9,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's nighttime, so we can set back to save energy."
4464.833,0.83,False,22.9,379.4,0.08,15.6,28.0,llm,9019.8,The building is unoccupied and it's a weekday during the day.
4465.167,1.17,False,22.8,379.4,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4465.5,1.5,False,22.8,378.9,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4465.833,1.83,False,22.8,378.0,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4466.167,2.17,False,22.7,376.5,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4466.5,2.5,False,22.5,374.6,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4466.833,2.83,False,22.3,372.2,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4467.167,3.17,False,22.2,369.4,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4467.5,3.5,False,22.2,366.1,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4467.833,3.83,False,22.2,362.5,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4468.167,4.17,False,22.2,358.5,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4468.5,4.5,False,22.2,354.2,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4468.833,4.83,False,22.2,349.5,0.08,15.6,28.0,llm,0.0,(cached) The building is unoccupied and it's a weekday during the day.
4469.167,5.17,True,22.2,344.6,0.08,21.5,25.5,llm,8852.6,Occupied and not during grid peak period
4469.5,5.5,True,22.2,339.5,0.08,21.5,25.5,llm,0.0,(cached) Occupied and not during grid peak period
4469.833,5.83,True,22.2,334.2,0.08,21.5,25.5,llm,0.0,(cached) Occupied and not during grid peak period
4470.167,6.17,True,22.4,328.8,0.08,21.5,25.5,llm,0.0,(cached) Occupied and not during grid peak period
4470.5,6.5,True,22.8,323.2,0.08,21.5,25.5,llm,0.0,(cached) Occupied and not during grid peak period
4470.833,6.83,True,23.1,317.6,0.08,21.5,25.0,llm,8648.1,Occupied and grid is not in peak period.
4471.167,7.17,True,23.7,311.9,0.08,21.5,25.0,llm,0.0,(cached) Occupied and grid is not in peak period.
4471.5,7.5,True,24.5,306.3,0.08,21.5,25.0,llm,0.0,(cached) Occupied and grid is not in peak period.
4471.833,7.83,True,25.2,300.7,0.08,21.5,25.5,llm,8447.5,Occupied and not in grid peak period.
4472.167,8.17,True,25.9,295.3,0.08,21.5,25.5,llm,0.0,(cached) Occupied and not in grid peak period.
4472.5,8.5,True,26.4,290.0,0.08,21.5,25.5,llm,0.0,(cached) Occupied and not in grid peak period.
4472.833,8.83,True,26.9,284.9,0.08,21.5,25.5,llm,0.0,(cached) Occupied and not in grid peak period.
4473.167,9.17,True,27.3,280.1,0.08,21.5,25.0,llm,8996.0,Occupants are present and the grid is not in a peak period.
4473.5,9.5,True,27.5,275.5,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and the grid is not in a peak period.
4473.833,9.83,True,27.7,271.3,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and the grid is not in a peak period.
4474.167,10.17,True,27.9,267.5,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and the grid is not in a peak period.
4474.5,10.5,True,28.1,264.1,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and the grid is not in a peak period.
4474.833,10.83,True,28.2,261.3,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and the grid is not in a peak period.
4475.167,11.17,True,28.6,259.1,0.08,21.5,25.0,llm,0.0,(cached) Occupants are present and the grid is not in a peak period.
4475.5,11.5,True,29.1,257.6,0.08,21.5,25.5,llm,8511.5,Occupied and grid is not in peak period.
4475.833,11.83,True,29.7,256.9,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4476.167,12.17,True,30.3,257.3,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4476.5,12.5,True,30.9,258.7,0.08,21.5,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4476.833,12.83,True,31.4,261.5,0.08,21.0,25.0,llm,8722.0,Occupants are present and grid is not in peak period.
4477.167,13.17,True,31.8,265.9,0.08,21.0,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4477.5,13.5,True,32.0,271.9,0.08,21.0,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4477.833,13.83,True,32.1,280.0,0.08,21.0,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4478.167,14.17,True,32.3,290.1,0.08,21.0,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4478.5,14.5,True,32.5,302.5,0.08,21.0,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4478.833,14.83,True,32.7,317.3,0.08,21.0,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4479.167,15.17,True,32.4,334.4,0.08,21.0,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4479.5,15.5,True,31.7,353.6,0.08,21.0,25.0,llm,0.0,(cached) Occupants are present and grid is not in peak period.
4479.833,15.83,True,31.0,374.8,0.08,21.0,25.5,llm,8552.5,Occupied and grid is not in peak period.
4480.167,16.17,True,30.2,397.5,0.34,21.0,25.5,llm,9179.7,"Occupied during peak grid period, so float cooling to warm end of comfort band."
4480.5,16.5,True,29.5,421.2,0.34,21.0,25.5,llm,0.0,"(cached) Occupied during peak grid period, so float cooling to warm end of comfort band."
4480.833,16.83,True,28.7,445.2,0.34,21.0,25.5,llm,9557.5,"Occupied and grid is in peak period, so float cooling setpoint to warm end of comfort band."
4481.167,17.17,True,27.5,468.6,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid is in peak period, so float cooling setpoint to warm end of comfort band."
4481.5,17.5,True,25.8,490.9,0.34,21.0,25.5,llm,9229.2,"Occupied and grid peak period, so float cooling to warm end of comfort band."
4481.833,17.83,True,24.1,511.0,0.34,21.0,25.5,llm,9236.2,"Occupied and grid peak period, so setting cooling to warm end of comfort band."
4482.167,18.17,True,23.3,528.2,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4482.5,18.5,True,23.3,542.0,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4482.833,18.83,True,23.3,551.9,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4483.167,19.17,True,23.3,557.5,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4483.5,19.5,True,23.3,558.9,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4483.833,19.83,True,23.3,556.3,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4484.167,20.17,True,23.3,549.9,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4484.5,20.5,True,23.3,540.4,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4484.833,20.83,True,23.3,528.4,0.34,21.0,25.5,llm,0.0,"(cached) Occupied and grid peak period, so setting cooling to warm end of comfort band."
4485.167,21.17,True,23.2,514.7,0.08,21.0,25.5,llm,8431.3,Occupied and grid is not in peak period.
4485.5,21.5,True,23.1,500.0,0.08,21.0,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4485.833,21.83,True,22.9,485.0,0.08,21.0,25.5,llm,8472.7,Occupied and grid is not in peak period.
4486.167,22.17,True,22.8,470.3,0.08,21.0,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4486.5,22.5,True,22.8,456.4,0.08,21.0,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4486.833,22.83,True,22.8,443.6,0.08,21.0,25.5,llm,0.0,(cached) Occupied and grid is not in peak period.
4487.167,23.17,False,22.7,432.2,0.08,15.6,28.0,llm,9615.7,"The building is unoccupied and it's late at night, so we can set back to save energy."
4487.5,23.5,False,22.5,422.2,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's late at night, so we can set back to save energy."
4487.833,23.83,False,22.3,413.6,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's late at night, so we can set back to save energy."
4488.167,0.17,False,22.2,378.0,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's late at night, so we can set back to save energy."
4488.5,0.5,False,22.2,378.9,0.08,15.6,28.0,llm,0.0,"(cached) The building is unoccupied and it's late at night, so we can set back to save energy."
